Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
,Auto Upholstery Leather,Dakota -   Rich & Durable Distress Leather!,,,,,,,,,,,,,,,https://www.leatherhidestore.com/dakota-canyon-gold-2.html
MARKET STREET SAMPLE PACK,Auto Upholstery Leather,Market Street -   Contemporary leathers with a superb look & feel!,$8.50,,10 MARKET STREET COLORS,SAMPLES ARE 3 INCH x 5 INCH,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,Sample pack contains 8 Market Street colors and ring. Samples are 2.75 inch x 3 inch.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/4b7b3268a097806e00eaa44c219dd2db/m/a/market-st-pack_1.jpg,,https://www.leatherhidestore.com/market-street-sample-pack.html
DARK HORSE,Auto Upholstery Leather,Dakota -   Rich & Durable Distress Leather!,$131.20,$212.50,SOFT BLACK WITH SMOKY GREY HIGHLIGHTS,APPROX. 27 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Dark Horse (cowhide) is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remains consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very unique leather at true wholesale prices! Approx weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/a/dark_horse._c1_edited2_1.jpg,,https://www.leatherhidestore.com/dakota-dark-horse-leather-a.html
DARK PINE,Auto Upholstery Leather,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$320.25,$488.00,RICH HUNTER GREEN,APPROX 61 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_junipter_c4.jpg,,https://www.leatherhidestore.com/eo-7%20juniper.html
STORM CLOUD,Auto Upholstery Leather,Dakota -   Rich & Durable Distress Leather!,$135.80,$220.00,DARK GREY WITH SMOKY GREY HIGHLIGHTS,APPROX. 28 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Storm Cloud is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remain consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very special leather at true wholesale prices! Approx. weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/k/dkt_storm_cloud_c1_1.jpg,,https://www.leatherhidestore.com/dakota-10-a-storm-cloud.html
JUNIPER,Auto Upholstery Leather,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$278.25,$416.00,MEDIUM FOREST GREEN,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/l/i/lichen_c7.jpg,,https://www.leatherhidestore.com/eo-6%20lichen.html
MOCCASIN,Auto Upholstery Leather,Urban -   Full bodied heavyweight leather both rich & lux,$271.40,$398.25,WARM GOLDEN TAN,APPROX. 48 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Moccasin combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Moccasin is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Moccasin is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_39_honey_c4.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/moccasin-leather-hide.html
PHILADELPHIA STEEL,Auto Upholstery Leather,Urban -   Full bodied heavyweight leather both rich & lux,$289.80,$425.25,STEEL GREY,APPROX. 63 sq ft *Photo table 5ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Philadelphia Steel combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Philadelphia Steel is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Philadelphia is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/p/h/phiadelphia_steel_whole_c11.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/philadelphia-steel-leather-hides-upholstery.html
BIG BEAR,Auto Upholstery Leather,Dakota -   Rich & Durable Distress Leather!,$220.80,$360.00,RICH DARK BROWN WITH REDDISH BROWN HIGHLIGHTS,APPROX. 48 sq ft,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Big Bear (cowhide) is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remains consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very unique leather at true wholesale prices! Approx weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/k/dkt_5_big_bear_c1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/dakota-big-bear-leather.html
WESTERN SUN,Auto Upholstery Leather,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$322.00,$452.25,SOFT GOLDEN YELLOW,APPROX. 70 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Western Sun combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Western Sun is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Western Sun is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/o/gold_c5.jpg,,https://www.leatherhidestore.com/westernsun-leather-hide.html
GREY WOLF,Auto Upholstery Leather,Dakota -   Rich & Durable Distress Leather!,$112.80,$182.50,RICH DARK GREY WITH LIGHT GREY HIGHLIGHTS,APPROX. 23 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Grey Wolf is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remains consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very unique leather at true wholesale prices! Approx weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/k/dk_3_grey_wolf_c1_1.jpg,,https://www.leatherhidestore.com/dakota-grey-wolf.html
SEATTLE SOFT TAUPE,Auto Upholstery Leather,Urban -   Full bodied heavyweight leather both rich & lux,$103.60,$151.75,CREAMY TAUPE,APPROX. 21 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Seattle combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Seattle is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Seattle is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/e/seattle_soft_taupe_c2_1.jpg,,https://www.leatherhidestore.com/seattle-leather-hides-upholstery.html
CHOCOLATE TRUFFLE,Auto Upholstery Leather,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$248.40,$364.50,RICH CHOCOLATE BROWN,APPROX. 54 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Chocolate Truffle combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Chocolate Truffle is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Chocolate Truffle is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlas_chocolate_c2.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/chocolate-truffle-leather-hide.html
MAPLE,Auto Upholstery Leather,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$276.00,$405.00,RICH SADDLE BROWN,APPROX. 60 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Urban Underground Maple combines rich color, supple, soft feel, and premium top grain cowhide into a leather that exudes luxury. The Maple is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Maplewood is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/t/atlas_saddle_c1.jpg,,https://www.leatherhidestore.com/maple-leather.html
