Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
PORTER BROWN,Upholstery Collections,"Originals -   Stunning, one of a kind rustic leathers!",$303.45,$446.25,RICH DARK CHOCOLATE WITH REDDISH BROWN UNDERTONES,APPROX. 51 sq ft,STOCK ITEM,STANDARD,SMOOTH,LOW SHEEN,VERY SOFT OILED FEEL,PREMIUM FULL GRAIN,"If you like the rich, full bodied feel of oiled saddlebags and cases with that unmistakable, sweet earthy leather smell, you will LOVE our new Porter Brown! A special blend of oils and waxes, Porter has deep chocolate coloration with a burst of coppery tones when worked. Yet, Porter is a full ""recovery"" leather so simply rubbing Porter by hand returns it to its original rich dark condition! Also, as an oiled tanned leather, Porter is resistant to water and other elements. Porter is an exceptional leather that only gets more beautiful with time. Ideal for upholstery, bags, cases, covers and general leathercraft. Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/p/o/porter_brown_c7.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/porter-oiled-leather-hides.html
SECRET GARDEN NUBUCK,Upholstery Collections,Tapestry - Distinctive Waxed Nubuck from Italy !,$185.25,$248.65,Multitone Deep Green,APPROX. 31 sq ft *Photo table 5 ft wide,STOCK ITEM,STANDARD,DISTRESSED NUBUCK,LOW SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Tapestry is a distinctively styled waxed Nubuck from Italy that offers a fresh approach to today's design aesthetic. Produced on the finest European hides, Tapestry is aniline dyed and then hand distressed to create a warm and inviting multitone appearance. The final step is the application of a light wax topcoat that gives both a soft touch to the leather along with lasting protection against wear and staining. Tapestry is a bold addition to the family of fine nubuck leathers! Approx Weight 2.8 - 3.2 oz/sq.ft. Approx Thickness: 1.1 -1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/c/echo_nubuck_c1_1.jpg,,https://www.leatherhidestore.com/ty14-a-secret-garden.html
MILLSTONE,Upholstery Collections,Bull City -   Soft & stunning rustic heavyweight leather,$190.00,$280.00,MULTITONE MEDIUM GREY WITH LIGHT GREY UNDERTONES,APPROX. 40 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL GRAIN DISTRESSED,MATTE NUBUCK,VERY SOFT,PREMIUM FULL GRAIN,"Bull City Millstone is beautiful heavyweight rustic leather. Millstone is a warm, medium grey that is hand distressed to reveal stunning creamy grey undertones - creating a truly authentic, rustic look. The feel of the leather is exceptionally soft! Full grain, Argentine hides complete with natural markings like brands, healed scratches and scars are desired in this leather - making every hide one of a kind! Approx Weight 3 - 3.5 oz/sq.ft. Approx Thickness: 1.3 -1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/89e0978e9d065a6ab6e183e6ce44dcc1/b/u/bull_city_ash-d1.jpg,,https://www.leatherhidestore.com/blc-1-millstone.html
RESTORATION ITALIA GREEN ORCHARD,Upholstery Collections,Restorations Italia -   Vintage leathers both timeless & stunning!,$183.00,$178.00,GORGEOUS APPLE GREEN,APPROX. 32 sq ft * This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/green_apple_c12.edit_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29596/s/restoration-black-vintage-leather-hide-1/
DARK GOLD,Upholstery Collections,"Durango -  Rich, waxy leathers that get better with time",$135.70,$205.00,Bold Contrasting Multi-tone Dark Brown and Burnt Orange Gold,APPROX. 26 sq ft *This is a half hide,STOCK ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,FIRM WITH HEAVY WAX (SOFTENS WHEN WORKED),PREMIUM FULL GRAIN!,GORGEOUS VINTAGE DISTRESS EQUAL TO POTTERY BARN AND RESTORATION HARDWARE AT EXCEPTIONAL SAVINGS! Hides are made to order so delivery time can take up to 15 business days. Hides are shipped rolled. Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.2mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/0e90d21fab7cef1bd494a948f30b8be0/d/u/durangodkgoldclose1800pixel_2.edited_1.jpg,,https://www.leatherhidestore.com/cp-14-a-durango-dk-gold-leather.html
MONTANA RIVERBED,Upholstery Collections,"Montana -   Authentic, one a of kind rustic leathers",$140.00,$206.00,MULTITONE DARK AND SADDLE BROWNS WITH SUBTLE GOLDEN UNDERTONES,APPROX. 28 sq ft * This is a 1/2 hide **Photo table 5 ft wide,STOCK ITEM,STANDARD,NATURAL DISTRESSED,MATTE,VERY SOFT,PREMIUM FULL GRAIN,"Montana Riverbed is stunning hand finished leather. Montana begins with dark and saddle browns and is then distressed to add golden highlights creating a truly authentic, rustic look. The hand (feel) of Montana is also exceptionally soft. Natural markings like brands, healed scratches and scars are desired in this leather - making every hide one of a kind! Proudly produced in the USA! Approx Weight 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0 -1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/i/river_bed_close3_1.jpg,,https://www.leatherhidestore.com/montana-riverbed-leather-cowhide-uphostery.html
DARK PINE,Upholstery Collections,"Euro Smooth - Luxe & Durable, Bold Color & Smooth Finish !",$175.00,$266.00,RICH HUNTER GREEN,APPROX 29 sq ft *This is a half hide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_junipter_c4_1.jpg,,https://www.leatherhidestore.com/eo-7-a%20juniper.html
APPALACHIAN TRAIL,Upholstery Collections,Naturals -   Premium Italian leathers with a silky touch!,$275.50,$406.00,MULTI TONE OAK BARREL BROWN,APPROX. 58 sq ft *Photo table 5ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Made in Italy, Appalachian Trail is a gorgeous multi tone leather finished with a prized sauvage technique. This technique blends warm tones into a rich color palette comparable to traditional hand finished leather. The grain for Appalachian is a naturally occurring mill pebble that has subtle variations across the hide as nature intended. Appalachian is a slight heavyweight leather with a full bodied feel that is exceptionally soft and plush. All leathers in the Naturals Collection are treated with a transparent top coat making them stain and wear resistant. LHS is proud to offer premium Italian leather at wholesale prices! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/p/appalachian_trail_1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/appalachian-trail.html
BADLANDS,Upholstery Collections,"Durango -  Rich, waxy leathers that get better with time",$180.25,$272.50,ESPRESSO BROWN WITH DARK BURGUNDY UNDERTONE,Approx 35 sq ft *This is a half hide,STOCK ITEM,STANDARD,HEAVY DISTRESS,MEDIUM,FIRM WITH HEAVY WAX (SOFTENS WHEN WORKED),PREMIUM FULL GRAIN,GORGEOUS VINTAGE DISTRESS EQUAL TO POTTERY BARN AND RESTORATION HARDWARE AT EXCEPTIONAL SAVINGS! Please note these are made on Brahman cowhides so a hump hole is likely (see example on Natuural Leather markings page under Leather Buyers Guide). Hides are made to order so delivery time can take up to 15 business days - please contact us for current inventory. Hides are shipped rolled. Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/b/4/b4_1.jpg,,https://www.leatherhidestore.com/cp-15-badlands-leather-cow-hides-upholstery-skins-1.html
WESTERN SUN,Upholstery Collections,Urban Underground  Additional unique colors of this rich & lux heavyweight classic!,$168.00,$246.25,SOFT GOLDEN YELLOW,APPROX. 35 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Western Sun combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Western Sun is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Western Sun is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/o/gold_c5_2.jpg,,https://www.leatherhidestore.com/ul-3-a-westernsun-leather-hide.html
LODGE,Upholstery Collections,"Originals -   Stunning, one of a kind rustic leathers!",$218.50,$322.00,MULTI-TONE SADDLE BROWN,Approx 46 sq ft,STOCK ITEM,STANDARD,NATURAL,MATTE,VERY SOFT!,PREMIUM FULL GRAIN,"Lodge is a gorgeous, medium brown, hand finished leather from Italy. Each hide is hand distressed to allow lighter undertones to emerge creating a ""worn-in"" appearance that captures the spirit and feel of authentic, well worked leather. Lodge is a lightly protected full aniline consistent with traditional leathers so exposure to liquids and oils can darken the leather over time. Some natural markings like brands, healed scratches and scars may be present and are desired. A stunning original offered by Leather Hide Store. Approx Weight 2.8 oz/sq.ft. Approx Thickness: 1.1 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/m/e/mesai_c3.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/lodge-upholstery-leather-hide.html
